File,Line_number,SRC
components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsMessage.java,51,"public JmsMessage(Message jmsMessage, JmsBinding binding) {"
components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsPollingConsumer.java,55,return getEndpoint().createExchange(message);
components/camel-jcr/src/main/java/org/apache/camel/component/jcr/JcrComponent.java,37,"return new JcrEndpoint(uri, this);"
components/camel-jcr/src/main/java/org/apache/camel/component/jcr/JcrProducer.java,74,return getJcrEndpoint().getRepository().login(getJcrEndpoint().getCredentials());
camel-core/src/main/java/org/apache/camel/builder/Builder.java,111,"return systemProperty(name, null);"
camel-core/src/main/java/org/apache/camel/util/EndpointHelper.java,48,consumer.start();
camel-core/src/main/java/org/apache/camel/util/EndpointHelper.java,60,consumer.stop();
camel-core/src/main/java/org/apache/camel/util/EndpointHelper.java,62,"LOG.warn(""Failed to stop PollingConsumer: "" + e, e);"
camel-core/src/main/java/org/apache/camel/util/ObjectHelper.java,78,return a != null && b != null && a.equals(b);
camel-core/src/main/java/org/apache/camel/util/ObjectHelper.java,70,if (a == b) {
camel-core/src/main/java/org/apache/camel/util/ObjectHelper.java,71,return true;
camel-core/src/main/java/org/apache/camel/util/ObjectHelper.java,90,if (a != null && b != null && a.length == b.length) {
camel-core/src/main/java/org/apache/camel/util/ObjectHelper.java,91,for (int i = 0; i < a.length; i++) {
camel-core/src/main/java/org/apache/camel/util/ObjectHelper.java,92,if (a[i] != b[i]) {
camel-core/src/main/java/org/apache/camel/util/ObjectHelper.java,617,return false;
camel-core/src/main/java/org/apache/camel/util/ObjectHelper.java,86,return true;
camel-core/src/main/java/org/apache/camel/util/ObjectHelper.java,93,return false;
camel-core/src/test/java/org/apache/camel/component/dataset/DataSetConsumeTest.java,26,public class DataSetConsumeTest extends ContextTestSupport {
camel-core/src/test/java/org/apache/camel/issues/DavidSiefertTest.java,36,"result.message(0).header(""sample.name"").equals(""myValue"");"
camel-core/src/main/java/org/apache/camel/processor/Splitter.java,82,Message in = newExchange.getIn();
camel-core/src/main/java/org/apache/camel/processor/Splitter.java,83,in.setBody(part);
components/camel-jpa/src/main/java/org/apache/camel/component/jpa/JpaEndpoint.java,69,"return new JpaProducer(this, getProducerExpression());"
components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsBinding.java,92,return message;
components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsBinding.java,90,return createByteArrayFromBytesMessage((BytesMessage)message);
components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsBinding.java,101,protected byte[] createByteArrayFromBytesMessage(BytesMessage message) throws JMSException {
